"","V1","V2","V3","V4","V5","V6"
"2708","Gnathophis heterolinea","Data Deficient",2566205,"Anguilliformes","Congridae","Y"
"2709","Gnathophis umbrellabius","Least Concern",2566392,"Anguilliformes","Congridae","Y"
"2710","Kenyaconger heemstrai","Data Deficient",2566616,"Anguilliformes","Congridae","Y"
"2711","Gnathophis neocaledoniensis","Least Concern",2566698,"Anguilliformes","Congridae","Y"
"2712","Heteroconger obscurus","Least Concern",2566854,"Anguilliformes","Congridae","Y"
"2713","Paraconger notialis","Least Concern",2567183,"Anguilliformes","Congridae","Y"
"2714","Gnathophis nasutus","Least Concern",2567748,"Anguilliformes","Congridae","Y"
"2715","Stemonidium hypomelas","Least Concern",2567835,"Anguilliformes","Serrivomeridae","Y"
"2716","Gnathophis microps","Least Concern",2567976,"Anguilliformes","Congridae","Y"
"2717","Dalophis multidentatus","Data Deficient",2568063,"Anguilliformes","Ophichthidae","Y"
"2718","Bathycongrus aequoreus","Least Concern",2568205,"Anguilliformes","Congridae","Y"
"2719","Heteroconger luteolus","Least Concern",2568710,"Anguilliformes","Congridae","Y"
"2720","Conger cinereus","Least Concern",2568888,"Anguilliformes","Congridae","Y"
"2721","Parabathymyrus brachyrhynchus","Least Concern",2569457,"Anguilliformes","Congridae","Y"
"2722","Paraconger caudilimbatus","Least Concern",2569787,"Anguilliformes","Congridae","Y"
"2723","Gorgasia taiwanensis","Least Concern",2570012,"Anguilliformes","Congridae","Y"
"2724","Bathycongrus bullisi","Least Concern",2570103,"Anguilliformes","Congridae","Y"
"2725","Bathymyrus simus","Least Concern",2570753,"Anguilliformes","Congridae","Y"
"2726","Ophichthus cylindroideus","Least Concern",2571133,"Anguilliformes","Ophichthidae","Y"
"2727","Castleichthys auritus","Data Deficient",2571259,"Anguilliformes","Congridae","Y"
"2728","Ariosoma mauritianum","Least Concern",2571436,"Anguilliformes","Congridae","Y"
"2729","Aplatophis chauliodus","Least Concern",2571583,"Anguilliformes","Ophichthidae","Y"
"2730","Rhynchoconger flavus","Least Concern",2571860,"Anguilliformes","Congridae","Y"
"2731","Japonoconger caribbeus","Least Concern",2571983,"Anguilliformes","Congridae","Y"
"2732","Parabathymyrus karrerae","Least Concern",2572256,"Anguilliformes","Congridae","Y"
"2733","Bathycongrus nasicus","Least Concern",2572538,"Anguilliformes","Congridae","Y"
"2734","Mystriophis crosnieri","Least Concern",2572624,"Anguilliformes","Ophichthidae","Y"
"2735","Ophichthus puncticeps","Least Concern",2572825,"Anguilliformes","Ophichthidae","Y"
"2736","Bathycongrus guttulatus","Least Concern",2572999,"Anguilliformes","Congridae","Y"
"2737","Bathycongrus trimaculatus","Least Concern",2573126,"Anguilliformes","Congridae","Y"
"2738","Parabathymyrus macrophthalmus","Least Concern",2573506,"Anguilliformes","Congridae","Y"
"2739","Apterichtus monodi","Least Concern",2573615,"Anguilliformes","Ophichthidae","Y"
"2740","Apterichtus gracilis","Data Deficient",2573754,"Anguilliformes","Ophichthidae","Y"
"2741","Conger philippinus","Data Deficient",2573964,"Anguilliformes","Congridae","Y"
"2742","Bathycongrus odontostomus","Least Concern",2574045,"Anguilliformes","Congridae","Y"
"2743","Scalanago lateralis","Least Concern",2574430,"Anguilliformes","Congridae","Y"
"2744","Histiobranchus bathybius","Data Deficient",2574612,"Anguilliformes","Synaphobranchidae","Y"
"2745","Gordiichthys randalli","Least Concern",2575380,"Anguilliformes","Ophichthidae","Y"
"2746","Gordiichthys ergodes","Data Deficient",2575782,"Anguilliformes","Ophichthidae","Y"
"2747","Uroconger lepturus","Least Concern",2576185,"Anguilliformes","Congridae","Y"
"2748","Congrhynchus talabonoides","Least Concern",2576485,"Anguilliformes","Congridae","Y"
"2749","Gordiichthys irretitus","Least Concern",2576576,"Anguilliformes","Ophichthidae","Y"
"2750","Bathycongrus bleekeri","Data Deficient",2576696,"Anguilliformes","Congridae","Y"
"2751","Blachea longicaudalis","Least Concern",2576780,"Anguilliformes","Congridae","Y"
"2752","Gnathophis bracheatopos","Least Concern",2576874,"Anguilliformes","Congridae","Y"
"2753","Echiophis punctifer","Least Concern",2577050,"Anguilliformes","Ophichthidae","Y"
"2754","Dysomma anguillare","Least Concern",2577798,"Anguilliformes","Synaphobranchidae","Y"
"2755","Ariosoma mellissii","Data Deficient",2577982,"Anguilliformes","Congridae","Y"
"2756","Rhynchoconger ectenurus","Least Concern",2578168,"Anguilliformes","Congridae","Y"
"2757","Ariosoma megalops","Data Deficient",2578271,"Anguilliformes","Congridae","Y"
"2758","Conger wilsoni","Least Concern",2578367,"Anguilliformes","Congridae","Y"
"2759","Parabathymyrus oregoni","Least Concern",2578586,"Anguilliformes","Congridae","Y"
"2760","Apterichtus ansp","Least Concern",2578793,"Anguilliformes","Ophichthidae","Y"
"2761","Xenomystax bidentatus","Least Concern",2579237,"Anguilliformes","Congridae","Y"
"2762","Congriscus maldivensis","Least Concern",2579554,"Anguilliformes","Congridae","Y"
"2763","Gorgasia japonica","Least Concern",2579699,"Anguilliformes","Congridae","Y"
"2764","Bathycongrus macrocercus","Least Concern",2579793,"Anguilliformes","Congridae","Y"
"2765","Bascanichthys scuticaris","Least Concern",2580351,"Anguilliformes","Ophichthidae","Y"
"2766","Bathycongrus thysanochilus","Least Concern",2580761,"Anguilliformes","Congridae","Y"
"2767","Ahlia egmontis","Least Concern",2581219,"Anguilliformes","Ophichthidae","Y"
"2768","Conger triporiceps","Least Concern",2581381,"Anguilliformes","Congridae","Y"
"2769","Echelus pachyrhynchus","Least Concern",2581715,"Anguilliformes","Ophichthidae","Y"
"2770","Bathycongrus trilineatus","Data Deficient",2582179,"Anguilliformes","Congridae","Y"
"2771","Gnathophis longicauda","Least Concern",2582260,"Anguilliformes","Congridae","Y"
"2772","Mystriophis rostellatus","Least Concern",2582624,"Anguilliformes","Ophichthidae","Y"
"2773","Nemichthys curvirostris","Least Concern",2582833,"Anguilliformes","Nemichthyidae","Y"
"2774","Callechelys leucoptera","Least Concern",2583114,"Anguilliformes","Ophichthidae","Y"
"2775","Conger erebennus","Least Concern",2583323,"Anguilliformes","Congridae","Y"
"2776","Pseudomyrophis nimius","Least Concern",2583497,"Anguilliformes","Ophichthidae","Y"
"2777","Ariosoma shiroanago","Least Concern",2584011,"Anguilliformes","Congridae","Y"
"2778","Gnathophis andriashevi","Least Concern",2584205,"Anguilliformes","Congridae","Y"
"2779","Heteroconger polyzona","Least Concern",2584285,"Anguilliformes","Congridae","Y"
"2780","Bascanichthys ceciliae","Least Concern",2584390,"Anguilliformes","Ophichthidae","Y"
"2781","Gnathophis bathytopos","Least Concern",2584565,"Anguilliformes","Congridae","Y"
"2782","Ophichthus rex","Least Concern",2585238,"Anguilliformes","Ophichthidae","Y"
"2783","Japonoconger sivicolus","Least Concern",2585772,"Anguilliformes","Congridae","Y"
"2784","Caralophia loxochila","Least Concern",2585861,"Anguilliformes","Ophichthidae","Y"
"2785","Congriscus marquesaensis","Least Concern",2585967,"Anguilliformes","Congridae","Y"
"2786","Gnathophis melanocoelus","Least Concern",2586132,"Anguilliformes","Congridae","Y"
"2787","Heteroconger lentiginosus","Least Concern",2586316,"Anguilliformes","Congridae","Y"
"2788","Myrophis platyrhynchus","Least Concern",2586566,"Anguilliformes","Ophichthidae","Y"
"2789","Ariosoma howensis","Least Concern",2586686,"Anguilliformes","Congridae","Y"
"2790","Rhynchoconger squaliceps","Data Deficient",2586985,"Anguilliformes","Congridae","Y"
"2791","Bascanichthys bascanium","Least Concern",2587150,"Anguilliformes","Ophichthidae","Y"
"2792","Dalophis cephalopeltis","Least Concern",2587337,"Anguilliformes","Ophichthidae","Y"
"2793","Hoplunnis diomediana","Least Concern",2587480,"Anguilliformes","Nettastomatidae","Y"
"2794","Ariosoma sazonovi","Data Deficient",2587994,"Anguilliformes","Congridae","Y"
"2795","Heteroconger camelopardalis","Least Concern",2588188,"Anguilliformes","Congridae","Y"
"2796","Acromycter alcocki","Least Concern",2588283,"Anguilliformes","Congridae","Y"
"2797","Venefica proboscidea","Least Concern",2588490,"Anguilliformes","Nettastomatidae","Y"
"2798","Bathycongrus macrurus","Least Concern",2588697,"Anguilliformes","Congridae","Y"
"2799","Bascanichthys inopinatus","Data Deficient",2588900,"Anguilliformes","Ophichthidae","Y"
"2800","Ariosoma coquettei","Least Concern",2589110,"Anguilliformes","Congridae","Y"
"2801","Gnathophis heterognathos","Least Concern",2589437,"Anguilliformes","Congridae","Y"
"2802","Gnathophis parini","Least Concern",2589904,"Anguilliformes","Congridae","Y"
"2803","Paraconger ophichthys","Data Deficient",2590205,"Anguilliformes","Congridae","Y"
"2804","Bassanago hirsutus","Least Concern",2590286,"Anguilliformes","Congridae","Y"
"2805","Callechelys muraena","Least Concern",2590378,"Anguilliformes","Ophichthidae","Y"
"2806","Conger oceanicus","Least Concern",2590473,"Anguilliformes","Congridae","Y"
"2807","Gorgasia barnesi","Least Concern",2590671,"Anguilliformes","Congridae","Y"
"2808","Gnathophis smithi","Least Concern",2590780,"Anguilliformes","Congridae","Y"
"2809","Gnathophis grahami","Least Concern",2591036,"Anguilliformes","Congridae","Y"
"2810","Quassiremus ascensionis","Least Concern",2591123,"Anguilliformes","Ophichthidae","Y"
"2811","Ariosoma scheelei","Least Concern",2591403,"Anguilliformes","Congridae","Y"
"2812","Nessorhamphus ingolfianus","Least Concern",2591532,"Anguilliformes","Derichthyidae","Y"
"2813","Gorgasia cotroneii","Data Deficient",2592077,"Anguilliformes","Congridae","Y"
"2814","Ariosoma sokotranum","Least Concern",2592153,"Anguilliformes","Congridae","Y"
"2815","Xenomystax atrarius","Least Concern",2592235,"Anguilliformes","Congridae","Y"
"2816","Bathycongrus polyporus","Least Concern",2592406,"Anguilliformes","Congridae","Y"
"2817","Gorgasia preclara","Least Concern",2592594,"Anguilliformes","Congridae","Y"
"2818","Bathycongrus dubius","Least Concern",2592909,"Anguilliformes","Congridae","Y"
"2819","Heteroconger balteatus","Data Deficient",2593041,"Anguilliformes","Congridae","Y"
"2820","Gorgasia galzini","Least Concern",2593224,"Anguilliformes","Congridae","Y"
"2821","Bassanago bulbiceps","Least Concern",2593332,"Anguilliformes","Congridae","Y"
"2822","Eubleekeria splendens","Least Concern",2607287,"Perciformes","Leiognathidae","Y"
"2823","Albula koreana","Data Deficient",2608983,"Albuliformes","Albulidae","Y"
"2824","Schismatogobius deraniyagalai","Least Concern",2609397,"Perciformes","Gobiidae",NA
"2825","Halieutichthys intermedius","Least Concern",2614538,"Lophiiformes","Ogcocephalidae","Y"
"2826","Stiphodon oatea","Near Threatened",2698872,"Perciformes","Gobiidae",NA
"2827","Smilosicyopus pentecost","Data Deficient",2698971,"Perciformes","Gobiidae",NA
"2828","Bleheratherina pierucciae","Data Deficient",2699058,"Atheriniformes","Atherinidae",NA
"2829","Acantharchus pomotis","Least Concern",2730636,"Perciformes","Centrarchidae",NA
"2830","Acrocheilus alutaceus","Least Concern",2730715,"Cypriniformes","Cyprinidae",NA
"2831","Amia calva","Least Concern",2730796,"Amiiformes","Amiidae",NA
"2832","Alosa aestivalis","Vulnerable",2730890,"Clupeiformes","Clupeidae","Y"
"2833","Alosa mediocris","Least Concern",2731015,"Clupeiformes","Clupeidae","Y"
"2834","Campostoma oligolepis","Least Concern",2731149,"Cypriniformes","Cyprinidae",NA
"2835","Campostoma pauciradii","Least Concern",2731227,"Cypriniformes","Cyprinidae",NA
"2836","Campostoma spadiceum","Least Concern",2731300,"Cypriniformes","Cyprinidae",NA
"2837","Ilisha obfuscata","Data Deficient",2731850,"Clupeiformes","Pristigasteridae","Y"
"2838","Pellona dayi","Data Deficient",2731857,"Clupeiformes","Pristigasteridae","Y"
"2839","Thryssa stenosoma","Data Deficient",2731901,"Clupeiformes","Engraulidae","Y"
"2840","Parascolopsis boesemani","Least Concern",2731936,"Perciformes","Nemipteridae","Y"
"2841","Acentrogobius ennorensis","Data Deficient",2732040,"Perciformes","Gobiidae","Y"
"2842","Callogobius seshaiyai","Data Deficient",2732068,"Perciformes","Gobiidae","Y"
"2843","Awaous fluviatilis","Data Deficient",2732098,"Perciformes","Gobiidae","Y"
"2844","Egglestonichthys melanoptera","Least Concern",2732105,"Perciformes","Gobiidae","Y"
"2845","Gobiopsis woodsi","Least Concern",2732112,"Perciformes","Gobiidae","Y"
"2846","Oligolepis dasi","Data Deficient",2732119,"Perciformes","Gobiidae","Y"
"2847","Silhouettea indica","Data Deficient",2732147,"Perciformes","Gobiidae","Y"
"2848","Stigmatogobius minima","Data Deficient",2732154,"Perciformes","Gobiidae","Y"
"2849","Lalmohania velutina","Least Concern",2732210,"Tetraodontiformes","Monacanthidae","Y"
"2850","Carpiodes cyprinus","Least Concern",2733163,"Cypriniformes","Catostomidae",NA
"2851","Carpiodes velifer","Least Concern",2733241,"Cypriniformes","Catostomidae",NA
"2852","Catostomus ardens","Least Concern",2733314,"Cypriniformes","Catostomidae",NA
"2853","Catostomus columbianus","Least Concern",2733391,"Cypriniformes","Catostomidae",NA
"2854","Catostomus commersonii","Least Concern",2733467,"Cypriniformes","Catostomidae","Y"
"2855","Catostomus fumeiventris","Least Concern",2733547,"Cypriniformes","Catostomidae",NA
"2856","Catostomus latipinnis","Least Concern",2733626,"Cypriniformes","Catostomidae",NA
"2857","Catostomus macrocheilus","Least Concern",2733709,"Cypriniformes","Catostomidae",NA
"2858","Catostomus platyrhynchus","Least Concern",2733785,"Cypriniformes","Catostomidae",NA
"2859","Catostomus tahoensis","Least Concern",2733869,"Cypriniformes","Catostomidae",NA
"2860","Catostomus utawana","Data Deficient",2733938,"Cypriniformes","Catostomidae",NA
"2861","Akysis bilustris","Data Deficient",2743115,"Siluriformes","Akysidae",NA
"2862","Notropis cummingsae","Least Concern",2743406,"Cypriniformes","Cyprinidae",NA
"2863","Ambloplites ariommus","Least Concern",2744251,"Perciformes","Centrarchidae",NA
"2864","Ambloplites constellatus","Least Concern",2744324,"Perciformes","Centrarchidae",NA
"2865","Ambloplites rupestris","Least Concern",2744395,"Perciformes","Centrarchidae",NA
"2866","Ammocrypta beanii","Least Concern",2744477,"Perciformes","Percidae",NA
"2867","Ammocrypta bifascia","Least Concern",2744548,"Perciformes","Percidae",NA
"2868","Ammocrypta clara","Vulnerable",2744621,"Perciformes","Percidae",NA
"2869","Ammocrypta meridiana","Least Concern",2744706,"Perciformes","Percidae",NA
"2870","Ammocrypta vivax","Least Concern",2744777,"Perciformes","Percidae",NA
"2871","Archoplites interruptus","Endangered",2744850,"Perciformes","Centrarchidae",NA
"2872","Centrarchus macropterus","Least Concern",2744948,"Perciformes","Centrarchidae",NA
"2873","Etheostoma blennioides","Least Concern",2745023,"Perciformes","Percidae",NA
"2874","Etheostoma blennius","Least Concern",2745030,"Perciformes","Percidae",NA
"2875","Etheostoma brevirostrum","Vulnerable",2745037,"Perciformes","Percidae",NA
"2876","Etheostoma brevispinum","Least Concern",2745044,"Perciformes","Percidae",NA
"2877","Etheostoma burri","Least Concern",2745051,"Perciformes","Percidae",NA
"2878","Etheostoma caeruleum","Least Concern",2745058,"Perciformes","Percidae",NA
"2879","Etheostoma camurum","Least Concern",2745065,"Perciformes","Percidae",NA
"2880","Etheostoma cervus","Near Threatened",2745072,"Perciformes","Percidae",NA
"2881","Etheostoma chermocki","Critically Endangered",2745079,"Perciformes","Percidae",NA
"2882","Etheostoma chienense","Endangered",2745086,"Perciformes","Percidae",NA
"2883","Etheostoma chlorobranchium","Least Concern",2745093,"Perciformes","Percidae",NA
"2884","Etheostoma chlorosomum","Least Concern",2745100,"Perciformes","Percidae",NA
"2885","Etheostoma chuckwachatte","Least Concern",2745107,"Perciformes","Percidae",NA
"2886","Etheostoma collettei","Least Concern",2745114,"Perciformes","Percidae",NA
"2887","Etheostoma collis","Least Concern",2745121,"Perciformes","Percidae",NA
"2888","Etheostoma colorosum","Least Concern",2745128,"Perciformes","Percidae",NA
"2889","Etheostoma coosae","Least Concern",2745135,"Perciformes","Percidae",NA
"2890","Etheostoma corona","Near Threatened",2745142,"Perciformes","Percidae",NA
"2891","Etheostoma crossopterum","Least Concern",2745149,"Perciformes","Percidae",NA
"2892","Etheostoma davisoni","Least Concern",2745156,"Perciformes","Percidae",NA
"2893","Etheostoma denoncourti","Vulnerable",2745163,"Perciformes","Percidae",NA
"2894","Etheostoma derivativum","Least Concern",2745170,"Perciformes","Percidae",NA
"2895","Etheostoma douglasi","Least Concern",2745177,"Perciformes","Percidae",NA
"2896","Etheostoma duryi","Least Concern",2745184,"Perciformes","Percidae",NA
"2897","Etheostoma edwini","Least Concern",2745191,"Perciformes","Percidae",NA
"2898","Etheostoma etnieri","Least Concern",2745198,"Perciformes","Percidae",NA
"2899","Etheostoma etowahae","Vulnerable",2745205,"Perciformes","Percidae",NA
"2900","Etheostoma euzonum","Least Concern",2745212,"Perciformes","Percidae",NA
"2901","Etheostoma exile","Least Concern",2745219,"Perciformes","Percidae",NA
"2902","Etheostoma flabellare","Least Concern",2745226,"Perciformes","Percidae",NA
"2903","Etheostoma flavum","Least Concern",2745233,"Perciformes","Percidae",NA
"2904","Etheostoma forbesi","Vulnerable",2745240,"Perciformes","Percidae",NA
"2905","Etheostoma fragi","Least Concern",2745247,"Perciformes","Percidae",NA
"2906","Etheostoma fusiforme","Least Concern",2745254,"Perciformes","Percidae",NA
"2907","Etheostoma gracile","Least Concern",2745261,"Perciformes","Percidae",NA
"2908","Etheostoma gutselli","Least Concern",2745268,"Perciformes","Percidae",NA
"2909","Etheostoma histrio","Least Concern",2745275,"Perciformes","Percidae",NA
"2910","Etheostoma hopkinsi","Least Concern",2745282,"Perciformes","Percidae",NA
"2911","Etheostoma inscriptum","Least Concern",2745289,"Perciformes","Percidae",NA
"2912","Etheostoma jessiae","Least Concern",2745296,"Perciformes","Percidae",NA
"2913","Etheostoma jordani","Least Concern",2745303,"Perciformes","Percidae",NA
"2914","Etheostoma juliae","Least Concern",2745310,"Perciformes","Percidae",NA
